dayIndex,is_holiday,is_closed,weekend,wind,clouds,rain,sunshine,demand,id,weekday_FRI,weekday_MON,weekday_SAT,weekday_SUN,weekday_THU,weekday_TUE,weekday_WED,month_APR,month_AUG,month_DEC,month_FEB,month_JAN,month_JUL,month_JUN,month_MAR,month_MAY,month_NOV,month_OCT,month_SEP,year_2013,year_2014,year_2015,item_calamari,item_chicken,item_fish,item_koefte,item_lamb,item_shrimp,item_steak
495,0,0,0,1.8,8.0,0.0,0,31,chicken,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
496,0,0,0,2.8,0.8,0.0,365,32,chicken,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
497,0,0,0,1.9,0.2,0.0,443,24,chicken,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
498,0,0,0,1.8,0.8,0.0,422,24,chicken,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
499,0,0,1,2.5,2.5,0.0,337,80,chicken,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
500,0,0,1,3.1,5.5,0.0,229,22,chicken,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
501,0,0,0,2.4,2.2,0.0,254,20,chicken,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
502,0,0,0,2.7,8.0,0.0,0,20,chicken,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
503,0,0,0,2.9,8.0,0.0,0,32,chicken,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
504,0,0,0,2.0,2.6,0.0,256,30,chicken,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
505,0,0,0,4.0,0.2,0.0,458,50,chicken,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
506,0,0,1,4.0,6.8,0.1,15,50,chicken,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
507,0,0,1,1.8,5.9,1.0,218,18,chicken,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
508,0,0,0,3.4,5.6,0.6,9,16,chicken,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
509,0,0,0,3.1,7.3,0.0,11,30,chicken,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
510,0,0,0,2.2,1.8,0.0,262,28,chicken,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
511,0,0,0,4.0,0.5,0.0,468,32,chicken,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
512,0,0,0,4.1,7.8,6.4,0,24,chicken,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
513,0,0,1,2.6,4.9,0.0,205,48,chicken,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
514,0,0,1,3.7,7.7,0.0,31,22,chicken,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
515,0,0,0,6.9,6.7,2.2,48,26,chicken,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
516,0,0,0,4.2,4.9,0.0,299,29,chicken,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
517,0,0,0,4.6,4.5,0.0,306,21,chicken,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
518,0,0,0,4.0,6.9,0.0,170,22,chicken,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
519,0,0,0,1.8,1.4,0.0,405,46,chicken,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
520,0,0,1,2.7,2.5,0.0,316,64,chicken,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
521,0,0,1,2.0,0.4,0.0,566,30,chicken,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
522,0,0,0,1.8,0.0,0.0,483,22,chicken,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
523,0,0,0,3.2,7.8,0.2,108,31,chicken,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
524,0,0,0,2.8,0.6,0.0,483,28,chicken,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
525,0,0,0,2.9,2.8,0.0,258,31,chicken,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
526,0,0,0,4.4,6.0,0.0,85,37,chicken,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
527,0,0,1,2.4,7.6,0.0,0,55,chicken,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
528,0,0,1,3.1,2.8,0.0,348,26,chicken,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
529,0,0,0,1.9,2.3,0.0,470,27,chicken,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
530,0,0,0,2.1,4.0,0.0,430,24,chicken,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
531,0,0,0,2.5,0.8,0.0,475,41,chicken,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
532,0,0,0,2.1,1.0,0.0,468,28,chicken,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
533,0,0,0,1.9,0.6,0.0,494,39,chicken,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
534,0,0,1,4.5,7.0,0.0,136,60,chicken,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
535,0,0,1,4.6,7.9,0.0,30,18,chicken,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
536,0,0,0,2.1,4.0,0.0,161,19,chicken,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
537,0,0,0,2.4,3.1,0.3,435,26,chicken,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
538,0,0,0,6.1,3.9,0.0,356,36,chicken,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
539,0,0,0,3.3,7.6,0.4,0,37,chicken,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
540,0,0,0,5.5,7.2,0.0,95,35,chicken,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
541,0,0,1,3.1,5.2,0.0,311,66,chicken,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
542,0,0,1,5.8,7.5,0.4,0,29,chicken,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
543,0,0,0,7.6,5.8,2.6,102,31,chicken,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
544,0,0,0,11.4,6.7,2.2,83,55,chicken,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
545,0,0,0,8.1,4.8,0.3,381,41,chicken,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
546,0,0,0,6.5,5.1,3.7,122,25,chicken,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
547,1,0,0,2.0,4.7,0.0,422,11,chicken,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
548,0,0,1,2.6,7.0,4.8,0,62,chicken,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
549,0,0,1,3.3,4.1,0.0,501,11,chicken,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
550,1,0,0,2.7,6.0,0.0,101,21,chicken,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
551,0,0,0,1.6,0.2,0.0,586,35,chicken,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
552,0,0,0,2.1,0.3,0.0,558,35,chicken,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
553,0,0,0,1.9,0.8,0.0,565,27,chicken,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
554,0,0,0,1.6,2.5,0.0,561,40,chicken,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
555,0,0,1,4.2,7.4,0.1,48,69,chicken,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
556,0,0,1,1.9,4.4,0.0,354,20,chicken,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
557,0,0,0,5.0,3.8,0.0,373,16,chicken,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
558,0,0,0,3.6,1.2,0.0,599,22,chicken,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
559,0,0,0,2.7,1.2,0.0,538,17,chicken,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
560,0,0,0,2.0,5.8,0.0,241,31,chicken,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
561,0,0,0,5.0,7.3,0.0,130,43,chicken,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
562,0,0,1,3.5,1.5,0.0,536,42,chicken,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
563,0,0,1,3.9,0.4,0.0,735,16,chicken,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
564,0,0,0,2.7,0.8,0.0,609,27,chicken,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
565,0,0,0,2.0,1.6,0.0,611,24,chicken,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
566,0,0,0,4.5,1.6,0.0,605,28,chicken,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
567,0,0,0,2.4,0.2,0.0,615,31,chicken,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
568,0,0,0,2.2,1.9,0.0,565,47,chicken,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
569,0,0,1,2.7,7.2,1.3,2,59,chicken,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
570,0,0,1,1.9,5.2,4.5,395,20,chicken,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
571,0,0,0,4.4,6.8,3.3,202,23,chicken,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
572,0,0,0,5.0,5.1,0.0,247,33,chicken,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
573,0,0,0,3.4,3.7,0.0,511,40,chicken,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
574,0,0,0,3.7,6.6,0.0,122,31,chicken,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
575,1,0,0,1.8,7.8,7.3,0,28,chicken,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
576,0,0,1,1.4,7.5,0.0,7,70,chicken,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
577,0,0,1,2.0,7.6,4.4,0,23,chicken,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
578,0,0,0,4.2,4.7,0.0,494,20,chicken,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
579,0,0,0,3.7,7.7,0.1,9,35,chicken,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
580,0,0,0,3.4,6.5,0.0,228,18,chicken,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
581,0,0,0,3.7,2.9,0.0,499,31,chicken,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
582,0,0,0,2.8,3.0,0.0,481,29,chicken,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
583,0,0,1,4.8,5.1,1.1,344,41,chicken,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
584,0,0,1,3.4,2.6,0.0,539,28,chicken,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
585,0,0,0,2.7,2.8,0.0,586,31,chicken,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
586,0,0,0,4.0,2.7,0.0,460,19,chicken,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
587,0,0,0,2.4,3.2,0.9,523,31,chicken,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
588,1,0,0,1.9,7.1,0.0,158,25,chicken,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
589,0,0,0,3.7,5.2,0.5,245,50,chicken,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
590,0,0,1,4.6,5.7,0.0,331,46,chicken,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
591,0,0,1,3.3,3.1,0.0,546,21,chicken,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
592,0,0,0,2.5,2.8,0.0,577,28,chicken,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
593,0,0,0,4.4,7.1,0.0,59,31,chicken,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
594,0,0,0,3.3,6.0,2.4,140,31,chicken,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
595,0,0,0,3.9,2.8,0.0,487,34,chicken,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
596,0,0,0,3.1,2.7,0.0,519,37,chicken,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
597,0,0,1,3.2,6.6,0.0,188,40,chicken,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
598,0,0,1,2.4,7.9,0.0,87,27,chicken,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
599,1,0,0,3.5,6.7,7.3,61,22,chicken,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
600,0,0,0,4.0,7.6,0.2,24,33,chicken,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
601,0,0,0,3.0,6.1,0.0,123,3,chicken,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
602,0,0,0,2.9,3.6,0.0,490,24,chicken,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
603,0,0,0,2.8,6.8,0.7,216,42,chicken,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
604,0,0,1,4.6,6.5,1.0,183,49,chicken,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
605,0,0,1,2.5,6.1,0.0,407,24,chicken,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
606,0,0,0,3.8,6.3,0.0,134,36,chicken,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
607,0,0,0,3.8,4.6,0.0,344,37,chicken,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
608,0,0,0,4.4,2.5,0.0,577,48,chicken,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
609,1,0,0,2.1,0.6,0.0,670,33,chicken,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
610,0,0,0,3.3,1.3,0.0,658,51,chicken,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
611,0,0,1,3.7,3.8,0.0,425,46,chicken,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
612,0,0,1,3.0,2.2,0.0,612,21,chicken,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
613,0,0,0,3.2,7.9,5.0,3,14,chicken,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
614,0,0,0,3.4,7.9,0.0,0,28,chicken,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
615,0,0,0,2.3,8.0,0.0,0,21,chicken,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
616,0,0,0,2.2,4.5,0.0,394,34,chicken,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
617,0,0,0,2.7,4.2,0.0,334,19,chicken,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
618,0,0,1,4.2,3.2,0.0,467,40,chicken,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
619,0,0,1,2.6,3.3,0.0,707,20,chicken,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
620,0,0,0,2.9,6.7,0.0,63,29,chicken,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
621,0,0,0,3.4,7.3,0.0,73,31,chicken,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
622,0,0,0,2.6,4.2,0.0,495,93,chicken,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
623,0,0,0,3.1,7.8,8.2,1,26,chicken,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
624,0,0,0,4.2,7.4,0.0,91,37,chicken,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
625,0,0,1,3.6,7.7,0.0,13,49,chicken,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
626,0,0,1,2.3,7.4,4.7,93,23,chicken,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
627,0,0,0,3.9,6.8,1.0,0,23,chicken,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
628,0,0,0,4.9,6.2,4.8,242,27,chicken,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
629,0,0,0,2.1,3.3,0.0,510,22,chicken,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
630,0,0,0,2.4,4.4,0.0,528,22,chicken,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
631,0,0,0,2.5,4.2,0.0,466,19,chicken,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
632,0,0,1,4.4,4.9,1.8,313,36,chicken,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
633,0,0,1,2.1,4.9,0.0,551,17,chicken,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
634,0,0,0,2.4,3.5,0.0,424,23,chicken,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
635,0,0,0,2.1,0.7,0.0,681,26,chicken,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
636,0,0,0,3.5,1.1,0.0,674,30,chicken,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
637,0,0,0,3.0,0.8,0.0,618,27,chicken,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
638,0,0,0,2.1,2.7,0.0,335,26,chicken,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
639,0,0,1,2.4,0.8,0.0,647,24,chicken,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
640,0,0,1,3.2,1.1,0.0,728,10,chicken,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
641,0,0,0,2.2,1.5,0.0,653,31,chicken,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
642,0,0,0,3.5,3.2,0.0,467,29,chicken,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
643,0,0,0,7.4,4.7,0.0,477,31,chicken,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
644,0,0,0,5.0,7.1,0.0,118,23,chicken,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
645,0,0,0,2.1,1.2,0.0,683,37,chicken,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
646,0,0,1,4.9,1.2,0.0,656,34,chicken,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
647,0,0,1,5.3,3.9,0.0,469,20,chicken,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
648,0,0,0,4.0,7.7,0.0,16,27,chicken,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
649,0,0,0,5.5,4.6,0.0,379,31,chicken,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
650,0,0,0,2.0,3.8,0.0,475,28,chicken,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
651,0,0,0,2.2,1.1,0.0,654,35,chicken,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
652,0,0,0,3.3,1.3,0.8,562,24,chicken,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
653,0,0,1,2.7,4.6,0.1,241,30,chicken,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
654,0,0,1,4.2,6.9,6.2,113,24,chicken,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
