,Unnamed: 0,demand,id,dayIndex,is_holiday,is_closed,weekend,wind,clouds,rain,sunshine,weekday_FRI,weekday_MON,weekday_SAT,weekday_SUN,weekday_THU,weekday_TUE,weekday_WED,month_APR,month_AUG,month_DEC,month_FEB,month_JAN,month_JUL,month_JUN,month_MAR,month_MAY,month_NOV,month_OCT,month_SEP,year_2013,year_2014,year_2015,item_calamari,item_chicken,item_fish,item_koefte,item_lamb,item_shrimp,item_steak,label,scalingValue,demand__sum_values_7,demand__median_7,demand__mean_7,demand__standard_deviation_7,demand__variance_7,demand__root_mean_square_7,demand__maximum_7,demand__absolute_maximum_7,demand__minimum_7,demand__sum_values_14,demand__median_14,demand__mean_14,demand__standard_deviation_14,demand__variance_14,demand__root_mean_square_14,demand__maximum_14,demand__absolute_maximum_14,demand__minimum_14,demand__sum_values_28,demand__median_28,demand__mean_28,demand__standard_deviation_28,demand__variance_28,demand__root_mean_square_28,demand__maximum_28,demand__absolute_maximum_28,demand__minimum_28
504,504,0.28,calamari,533.0,0.0,0.0,0.0,1.9,0.6,0.0,494.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.6399999999999997,0.2,0.2342857142857142,0.1376182237576262,0.018938775510204,0.2717141354964284,0.48,0.48,0.08,3.040000000000001,0.18,0.2171428571428572,0.1306811042974774,0.0170775510204081,0.2534335641318478,0.48,0.48,0.08,5.4,0.2,0.1928571428571428,0.1141695838546809,0.013034693877551,0.2241173162175815,0.48,0.48,0.0
505,505,0.32,calamari,534.0,0.0,0.0,1.0,4.5,7.0,0.0,136.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.52,0.2,0.2171428571428571,0.1225577747972983,0.0150204081632653,0.2493419911916735,0.48,0.48,0.08,3.200000000000001,0.2,0.2285714285714286,0.1286666314194023,0.0165551020408163,0.26229754097208,0.48,0.48,0.08,5.48,0.2,0.1957142857142857,0.1153079284669833,0.0132959183673469,0.2271563338320109,0.48,0.48,0.0
506,506,0.08,calamari,535.0,0.0,0.0,1.0,4.6,7.9,0.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.36,0.2,0.1942857142857143,0.0783503382902976,0.006138775510204,0.2094891746265527,0.32,0.32,0.08,3.0800000000000005,0.2,0.22,0.1178376607274359,0.0138857142857142,0.2495710605933995,0.48,0.48,0.08,5.480000000000001,0.2,0.1957142857142857,0.1153079284669833,0.0132959183673469,0.2271563338320109,0.48,0.48,0.0
507,507,0.08,calamari,536.0,0.0,0.0,0.0,2.1,4.0,0.0,161.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.36,0.2,0.1942857142857143,0.0783503382902976,0.006138775510204,0.2094891746265527,0.32,0.32,0.08,2.8800000000000003,0.18,0.2057142857142857,0.1217558614437858,0.0148244897959183,0.2390457218668787,0.48,0.48,0.08,5.5600000000000005,0.2,0.1985714285714286,0.1113461233437135,0.0123979591836734,0.227658892706987,0.48,0.48,0.04
508,508,0.12,calamari,537.0,0.0,0.0,0.0,2.4,3.1,0.3,435.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.2800000000000002,0.2,0.1828571428571428,0.0877845228327841,0.0077061224489795,0.202837021134844,0.32,0.32,0.08,2.8800000000000003,0.18,0.2057142857142857,0.1217558614437858,0.0148244897959183,0.2390457218668787,0.48,0.48,0.08,5.5200000000000005,0.2,0.1971428571428571,0.1125946314013601,0.0126775510204081,0.2270305202893592,0.48,0.48,0.04
509,509,0.16,calamari,538.0,0.0,0.0,0.0,6.1,3.9,0.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.2800000000000002,0.2,0.1828571428571428,0.0877845228327841,0.0077061224489795,0.202837021134844,0.32,0.32,0.08,2.9200000000000004,0.18,0.2085714285714286,0.119215120257286,0.0142122448979591,0.2402379772523189,0.48,0.48,0.08,5.44,0.18,0.1942857142857143,0.1134972803773783,0.0128816326530612,0.2250079363679677,0.48,0.48,0.04
510,510,0.16,calamari,539.0,0.0,0.0,0.0,3.3,7.6,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.24,0.16,0.1771428571428571,0.0877845228327841,0.0077061224489795,0.1977010730514993,0.32,0.32,0.08,2.8400000000000003,0.16,0.2028571428571428,0.1194887066647227,0.0142775510204081,0.235432732279459,0.48,0.48,0.08,5.5200000000000005,0.18,0.1971428571428571,0.111574995370095,0.0124489795918367,0.2265265673475976,0.48,0.48,0.04
511,511,0.24,calamari,540.0,0.0,0.0,0.0,5.5,7.2,0.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.2,0.16,0.1714285714285714,0.087411763090162,0.0076408163265306,0.1924280941769455,0.32,0.32,0.08,2.8400000000000007,0.16,0.2028571428571429,0.1194887066647227,0.0142775510204081,0.235432732279459,0.48,0.48,0.08,5.6000000000000005,0.18,0.2,0.1095445115010332,0.012,0.2280350850198276,0.48,0.48,0.04
512,512,0.36,calamari,541.0,0.0,0.0,1.0,3.1,5.2,0.0,311.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.16,0.16,0.1657142857142857,0.0812152594488679,0.0065959183673469,0.1845457744223445,0.32,0.32,0.08,2.6800000000000006,0.16,0.1914285714285714,0.1070952275085217,0.011469387755102,0.2193496882019341,0.48,0.48,0.08,5.6000000000000005,0.18,0.2,0.1095445115010332,0.0119999999999999,0.2280350850198276,0.48,0.48,0.04
513,513,0.04,calamari,542.0,0.0,0.0,1.0,5.8,7.5,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.2000000000000002,0.16,0.1714285714285714,0.0924937946070779,0.0085551020408163,0.1947892634178207,0.36,0.36,0.08,2.56,0.16,0.1828571428571428,0.0864728340024088,0.0074775510204081,0.2022728002334612,0.36,0.36,0.08,5.7200000000000015,0.18,0.2042857142857143,0.1133083205691624,0.012838775510204,0.2336052836975837,0.48,0.48,0.04
514,514,0.12,calamari,543.0,0.0,0.0,0.0,7.6,5.8,2.6,102.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.16,0.16,0.1657142857142857,0.0989743318610787,0.0097959183673469,0.1930210943320518,0.36,0.36,0.04,2.52,0.16,0.18,0.0903959543974649,0.0081714285714285,0.2014235055087379,0.36,0.36,0.04,5.720000000000001,0.18,0.2042857142857143,0.1133083205691624,0.012838775510204,0.2336052836975837,0.48,0.48,0.04
515,515,0.08,calamari,544.0,0.0,0.0,0.0,11.4,6.7,2.2,83.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.2000000000000002,0.16,0.1714285714285714,0.0949328441476351,0.0090122448979591,0.1959591794226542,0.36,0.36,0.04,2.48,0.16,0.1771428571428571,0.0916069688107508,0.0083918367346938,0.1994277527613159,0.36,0.36,0.04,5.600000000000001,0.16,0.2,0.114142767745361,0.0130285714285714,0.2302793334812558,0.48,0.48,0.04
516,516,0.16,calamari,545.0,0.0,0.0,0.0,8.1,4.8,0.3,381.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.16,0.16,0.1657142857142857,0.0989743318610787,0.0097959183673469,0.1930210943320518,0.36,0.36,0.04,2.44,0.16,0.1742857142857143,0.0939387555587062,0.0088244897959183,0.1979898987322333,0.36,0.36,0.04,5.5200000000000005,0.16,0.1971428571428571,0.1160928551652002,0.0134775510204081,0.228785613933344,0.48,0.48,0.04
517,517,0.2,calamari,546.0,0.0,0.0,0.0,6.5,5.1,3.7,122.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.16,0.16,0.1657142857142857,0.0989743318610787,0.0097959183673469,0.1930210943320518,0.36,0.36,0.04,2.4000000000000004,0.16,0.1714285714285714,0.0937212540963241,0.0087836734693877,0.1953750971117572,0.36,0.36,0.04,5.440000000000001,0.16,0.1942857142857143,0.1159873321724825,0.0134530612244897,0.2262741699796952,0.48,0.48,0.04
518,518,0.04,calamari,547.0,1.0,0.0,0.0,2.0,4.7,0.0,422.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.2,0.16,0.1714285714285714,0.0996319758523582,0.0099265306122448,0.1982783036902568,0.36,0.36,0.04,2.400000000000001,0.16,0.1714285714285714,0.0937212540963241,0.0087836734693877,0.1953750971117572,0.36,0.36,0.04,5.44,0.16,0.1942857142857143,0.1159873321724825,0.0134530612244897,0.2262741699796952,0.48,0.48,0.04
519,519,0.08,calamari,548.0,0.0,0.0,1.0,2.6,7.0,4.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.0,0.12,0.1428571428571428,0.1044323821856975,0.0109061224489795,0.1769584293394516,0.36,0.36,0.04,2.16,0.14,0.1542857142857143,0.0942424142998322,0.0088816326530612,0.18079190879493,0.36,0.36,0.04,5.36,0.16,0.1914285714285714,0.118734827172458,0.0140979591836734,0.2252617525077374,0.48,0.48,0.04
520,520,0.04,calamari,549.0,0.0,0.0,1.0,3.3,4.1,0.0,501.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,0.7200000000000001,0.08,0.1028571428571428,0.0559883369779012,0.003134693877551,0.1171080087538239,0.2,0.2,0.04,1.9200000000000004,0.12,0.1371428571428571,0.0837878759920867,0.0070204081632653,0.1607126984048598,0.36,0.36,0.04,5.0,0.16,0.1785714285714285,0.1103149480129598,0.012169387755102,0.2098979343803622,0.48,0.48,0.04
521,521,0.2,calamari,550.0,1.0,0.0,0.0,2.7,6.0,0.0,101.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,0.7200000000000001,0.08,0.1028571428571428,0.0559883369779012,0.003134693877551,0.1171080087538239,0.2,0.2,0.04,1.88,0.12,0.1342857142857142,0.0863311138842178,0.0074530612244897,0.1596424576537028,0.36,0.36,0.04,4.760000000000001,0.16,0.17,0.1114194135430882,0.0124142857142857,0.2032591589923704,0.48,0.48,0.04
522,522,0.2,calamari,551.0,0.0,0.0,0.0,1.6,0.2,0.0,586.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,0.8,0.08,0.1142857142857143,0.0656521445318631,0.0043102040816326,0.1318007153676662,0.2,0.2,0.04,2.0,0.14,0.1428571428571428,0.0864728340024088,0.0074775510204081,0.1669901622423138,0.36,0.36,0.04,4.880000000000001,0.16,0.1742857142857143,0.1101761113409076,0.012138775510204,0.2061899263162139,0.48,0.48,0.04
523,523,0.16,calamari,552.0,0.0,0.0,0.0,2.1,0.3,0.0,558.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,0.92,0.16,0.1314285714285714,0.0699854212223765,0.0048979591836734,0.1489007339519472,0.2,0.2,0.04,2.08,0.16,0.1485714285714285,0.087411763090162,0.0076408163265306,0.1723783214742669,0.36,0.36,0.04,5.000000000000001,0.16,0.1785714285714286,0.1087498533895328,0.0118265306122448,0.2090796157311509,0.48,0.48,0.04
524,524,0.16,calamari,553.0,0.0,0.0,0.0,1.9,0.8,0.0,565.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,0.92,0.16,0.1314285714285714,0.0699854212223765,0.0048979591836734,0.1489007339519472,0.2,0.2,0.04,2.08,0.16,0.1485714285714285,0.087411763090162,0.0076408163265306,0.1723783214742669,0.36,0.36,0.04,4.920000000000001,0.16,0.1757142857142857,0.108147669264515,0.0116959183673469,0.2063284482843521,0.48,0.48,0.04
525,525,0.16,calamari,554.0,0.0,0.0,0.0,1.6,2.5,0.0,561.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,0.8800000000000001,0.16,0.1257142857142857,0.0656521445318631,0.0043102040816326,0.1418248416684669,0.2,0.2,0.04,2.08,0.16,0.1485714285714285,0.087411763090162,0.0076408163265306,0.1723783214742669,0.36,0.36,0.04,4.920000000000001,0.16,0.1757142857142857,0.108147669264515,0.0116959183673469,0.2063284482843521,0.48,0.48,0.04
526,526,0.2,calamari,555.0,0.0,0.0,1.0,4.2,7.4,0.1,48.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.0,0.16,0.1428571428571428,0.0559883369779012,0.003134693877551,0.1534368180811149,0.2,0.2,0.04,2.0,0.16,0.1428571428571428,0.0837878759920867,0.0070204081632653,0.165615734242165,0.36,0.36,0.04,4.680000000000001,0.16,0.1671428571428571,0.0991700250960491,0.009834693877551,0.1943487292765985,0.48,0.48,0.04
527,527,0.08,calamari,556.0,0.0,0.0,1.0,1.9,4.4,0.0,354.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.12,0.16,0.16,0.0523722936566381,0.0027428571428571,0.1683533698589284,0.2,0.2,0.04,1.84,0.16,0.1314285714285714,0.0612788873986491,0.0037551020408163,0.1450123147479945,0.2,0.2,0.04,4.4,0.16,0.1571428571428571,0.0792309978506402,0.0062775510204081,0.1759870125078227,0.36,0.36,0.04
528,528,0.24,calamari,557.0,0.0,0.0,0.0,5.0,3.8,0.0,373.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.16,0.16,0.1657142857142857,0.0395897327444314,0.0015673469387755,0.1703777316100065,0.2,0.2,0.08,1.88,0.16,0.1342857142857142,0.0577821383318762,0.003338775510204,0.1461897006338975,0.2,0.2,0.04,4.4,0.16,0.1571428571428571,0.0792309978506402,0.0062775510204081,0.1759870125078227,0.36,0.36,0.04
529,529,0.24,calamari,558.0,0.0,0.0,0.0,3.6,1.2,0.0,599.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.2000000000000002,0.16,0.1714285714285714,0.0464230765979197,0.0021551020408163,0.1776030887762291,0.24,0.24,0.08,2.0,0.16,0.1428571428571428,0.0636315927180573,0.0040489795918367,0.1563877963817601,0.24,0.24,0.04,4.48,0.16,0.16,0.0807111250961459,0.0065142857142857,0.1792045917779053,0.36,0.36,0.04
530,530,0.04,calamari,559.0,0.0,0.0,0.0,2.7,1.2,0.0,538.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.2399999999999998,0.16,0.1771428571428571,0.0517450579322138,0.0026775510204081,0.1845457744223445,0.24,0.24,0.08,2.16,0.16,0.1542857142857143,0.0656521445318631,0.0043102040816326,0.1676731514413852,0.24,0.24,0.04,4.6000000000000005,0.16,0.1642857142857143,0.0816538237853899,0.0066673469387755,0.1834588315048988,0.36,0.36,0.04
531,531,0.2,calamari,560.0,0.0,0.0,0.0,2.0,5.8,0.0,241.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.12,0.16,0.16,0.0709124208342334,0.0050285714285714,0.1750102037841549,0.24,0.24,0.04,2.04,0.16,0.1457142857142857,0.0718842607166235,0.0051673469387755,0.1624807680927192,0.24,0.24,0.04,4.44,0.16,0.1585714285714285,0.0845033509781157,0.0071408163265306,0.1796822592403442,0.36,0.36,0.04
532,532,0.4,calamari,561.0,0.0,0.0,0.0,5.0,7.3,0.0,130.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.16,0.2,0.1657142857142857,0.07228063223242,0.0052244897959183,0.1807919087949299,0.24,0.24,0.04,2.04,0.16,0.1457142857142857,0.0718842607166235,0.0051673469387755,0.1624807680927192,0.24,0.24,0.04,4.440000000000001,0.16,0.1585714285714286,0.0845033509781157,0.0071408163265306,0.1796822592403442,0.36,0.36,0.04
533,533,0.2,calamari,562.0,0.0,0.0,1.0,3.5,1.5,0.0,536.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.4,0.2,0.1999999999999999,0.1090216230190795,0.0118857142857142,0.2277843591770828,0.4,0.4,0.04,2.4,0.18,0.1714285714285714,0.0912498252724074,0.0083265306122448,0.1942016624910449,0.4,0.4,0.04,4.5600000000000005,0.16,0.1628571428571428,0.0931533736394348,0.0086775510204081,0.1876166303929372,0.4,0.4,0.04
534,534,0.04,calamari,563.0,0.0,0.0,1.0,3.9,0.4,0.0,735.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.4,0.2,0.2,0.1090216230190795,0.0118857142857142,0.2277843591770828,0.4,0.4,0.04,2.5200000000000005,0.2,0.18,0.0878310065653679,0.0077142857142857,0.2002855104951072,0.4,0.4,0.04,4.44,0.16,0.1585714285714285,0.088467681173663,0.0078265306122448,0.181580363947836,0.4,0.4,0.04
535,535,0.08,calamari,564.0,0.0,0.0,0.0,2.7,0.8,0.0,609.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.36,0.2,0.1942857142857143,0.1159873321724825,0.0134530612244897,0.2262741699796952,0.4,0.4,0.04,2.52,0.2,0.18,0.0878310065653679,0.0077142857142857,0.2002855104951072,0.4,0.4,0.04,4.4,0.16,0.1571428571428571,0.090034007180507,0.0081061224489795,0.1811077027627483,0.4,0.4,0.04
536,536,0.08,calamari,565.0,0.0,0.0,0.0,2.0,1.6,0.0,611.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.2000000000000002,0.2,0.1714285714285714,0.1204074714611741,0.0144979591836734,0.2094891746265527,0.4,0.4,0.04,2.4000000000000004,0.18,0.1714285714285714,0.0912498252724074,0.0083265306122448,0.1942016624910449,0.4,0.4,0.04,4.4,0.16,0.1571428571428571,0.090034007180507,0.0081061224489795,0.1811077027627483,0.4,0.4,0.04
537,537,0.0,calamari,566.0,0.0,0.0,0.0,4.5,1.6,0.0,605.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.04,0.08,0.1485714285714285,0.1204074714611741,0.0144979591836734,0.1912365774935029,0.4,0.4,0.04,2.28,0.16,0.1628571428571428,0.0937647947509825,0.0087918367346938,0.1879209560274897,0.4,0.4,0.04,4.36,0.16,0.1557142857142857,0.0909249522341117,0.0082673469387755,0.1803171808627389,0.4,0.4,0.04
538,538,0.04,calamari,567.0,0.0,0.0,0.0,2.4,0.2,0.0,615.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.0,0.08,0.1428571428571428,0.126232697339283,0.015934693877551,0.1906380264869974,0.4,0.4,0.0,2.12,0.16,0.1514285714285714,0.102738026264944,0.0105551020408163,0.1829910224183533,0.4,0.4,0.0,4.2,0.16,0.15,0.0953939201416945,0.0090999999999999,0.1777638883463118,0.4,0.4,0.0
539,539,0.24,calamari,568.0,0.0,0.0,0.0,2.2,1.9,0.0,565.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,0.8400000000000001,0.08,0.12,0.1282853961179637,0.0164571428571428,0.1756620131307359,0.4,0.4,0.0,2.0,0.12,0.1428571428571428,0.1065986177495864,0.0113632653061224,0.1782454166912254,0.4,0.4,0.0,4.08,0.16,0.1457142857142857,0.0975202752335772,0.0095102040816326,0.1753364113436143,0.4,0.4,0.0
540,540,0.48,calamari,569.0,0.0,0.0,1.0,2.7,7.2,1.3,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,0.6799999999999999,0.08,0.0971428571428571,0.082412600582034,0.0067918367346938,0.1273914103406168,0.24,0.24,0.0,2.08,0.14,0.1485714285714285,0.10946996606096,0.0119836734693877,0.1845457744223445,0.4,0.4,0.0,4.08,0.16,0.1457142857142857,0.0975202752335772,0.0095102040816326,0.1753364113436143,0.4,0.4,0.0
541,541,0.04,calamari,570.0,0.0,0.0,1.0,1.9,5.2,4.5,395.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,0.96,0.08,0.1371428571428571,0.1569089167742398,0.0246204081632653,0.208395228900691,0.48,0.48,0.0,2.3600000000000003,0.14,0.1685714285714286,0.1387112696450098,0.0192408163265306,0.218305159941635,0.48,0.48,0.0,4.199999999999999,0.16,0.1499999999999999,0.1088248921104778,0.0118428571428571,0.1853182590649317,0.48,0.48,0.0
542,542,0.16,calamari,571.0,0.0,0.0,0.0,4.4,6.8,3.3,202.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,0.96,0.08,0.1371428571428571,0.1569089167742398,0.0246204081632653,0.208395228900691,0.48,0.48,0.0,2.3200000000000003,0.14,0.1657142857142857,0.1409008914964337,0.0198530612244897,0.2175184721219918,0.48,0.48,0.0,4.2,0.16,0.15,0.1088248921104778,0.0118428571428571,0.1853182590649317,0.48,0.48,0.0
543,543,0.16,calamari,572.0,0.0,0.0,0.0,5.0,5.1,0.0,247.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.04,0.08,0.1485714285714285,0.1552351737966414,0.0240979591836734,0.2148753791652933,0.48,0.48,0.0,2.24,0.12,0.16,0.1393864104874339,0.0194285714285714,0.2121993671728816,0.48,0.48,0.0,4.239999999999999,0.16,0.1514285714285714,0.1086841520092013,0.0118122448979591,0.1863943592034296,0.48,0.48,0.0
